state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Year
Tamil Nadu,Salem,Abdul Wahid I.,M,31,General,IND,Candles,526,0,526,1498350,2014
Tamil Nadu,Salem,Arumugam M.,M,73,General,IND,Pot,730,1,731,1498350,2014
Tamil Nadu,Salem,Umarani S.,F,41,General,IND,Ring,1232,0,1232,1498350,2014
Tamil Nadu,Salem,Kandasamy R.,M,62,SC,IND,Auto-Rickshaw,2550,0,2550,1498350,2014
Tamil Nadu,Salem,Kuppayee R.,F,35,General,IND,Pressure Cooker,1701,0,1701,1498350,2014
Tamil Nadu,Salem,Govindaraju K.,M,37,General,IND,Ceiling Fan,3260,1,3261,1498350,2014
Tamil Nadu,Salem,Sakthivel S.,M,45,General,IND,Dao,2581,0,2581,1498350,2014
Tamil Nadu,Salem,Chinnusamy N.,M,47,General,IND,Cup & Saucer,5374,0,5374,1498350,2014
Tamil Nadu,Salem,Senthil Kumar M.,M,35,SC,IND,Television,2903,0,2903,1498350,2014
Tamil Nadu,Salem,Thiagarajan K.,M,40,General,IND,Balloon,777,0,777,1498350,2014
Tamil Nadu,Salem,Nandakumar G.,M,38,General,IND,Table,357,0,357,1498350,2014
Tamil Nadu,Salem,Panneerselvam N.,M,39,General,IND,Bat,574,0,574,1498350,2014
Tamil Nadu,Salem,Prakasam R.,M,34,General,IND,Gas Stove,484,0,484,1498350,2014
Tamil Nadu,Salem,Raja A.,M,47,SC,IND,Coconut,2203,0,2203,1498350,2014
Tamil Nadu,Salem,Rajakannu A.,M,31,ST,IND,Whistle,1151,0,1151,1498350,2014
Tamil Nadu,Salem,NOTA,,,,NOTA,NOTA,20577,24,20601,1498350,2014
Tamil Nadu,Namakkal,Gandhiselvan S.,M,50,General,DMK,Rising Sun,268411,487,268898,1329552,2014
Tamil Nadu,Namakkal,Sundaram P. R.,M,62,General,ADMK,Two Leaves,562899,373,563272,1329552,2014
Tamil Nadu,Namakkal,Subramaniyan G. R.,M,41,General,INC,Hand,19796,4,19800,1329552,2014
Tamil Nadu,Namakkal,Selvaraj R.,M,50,SC,BSP,Elephant,1788,0,1788,1329552,2014
Tamil Nadu,Namakkal,Vel S. K.,M,57,General,DMDK,Nagara,146768,114,146882,1329552,2014
Tamil Nadu,Namakkal,Kalaivanan M.,M,54,General,JD(S),A Lady Farmer Carrying Paddy on Her Head,1710,1,1711,1329552,2014
Tamil Nadu,Namakkal,Chellakumarasamy T. S. (Dr),M,41,General,AAAP,Broom,4341,7,4348,1329552,2014
Tamil Nadu,Namakkal,Gnanapandithan P.,M,46,SC,RPI(A),Sewing Machine,700,0,700,1329552,2014
Tamil Nadu,Namakkal,Vadivel R.,M,48,General,UMK,Gas Cylinder,736,1,737,1329552,2014
Tamil Nadu,Namakkal,Velusamy S.,M,35,General,TNMC,Pen Nib with Seven Rays,4826,1,4827,1329552,2014
Tamil Nadu,Namakkal,Ramasamy P.,M,49,General,IND,Grapes,717,0,717,1329552,2014
Tamil Nadu,Namakkal,Ramajeyam G.,M,58,SC,IND,Black Board,915,0,915,1329552,2014
Tamil Nadu,Namakkal,Krishnan M.,M,34,SC,IND,Candles,2077,2,2079,1329552,2014
Tamil Nadu,Namakkal,Gunasekaran S.,M,33,General,IND,Stool,1599,1,1600,1329552,2014
Tamil Nadu,Namakkal,Sakthivel S. P.,M,38,SC,IND,Bat,3916,4,3920,1329552,2014
Tamil Nadu,Namakkal,Sivaji S. M.,M,50,General,IND,Window,4806,2,4808,1329552,2014
Tamil Nadu,Namakkal,Subramani S.,M,44,SC,IND,Almirah,3070,0,3070,1329552,2014
Tamil Nadu,Namakkal,Selvam G.,M,39,SC,IND,Ceiling Fan,3362,0,3362,1329552,2014
Tamil Nadu,Namakkal,Selvaraj S.,M,40,SC,IND,Bread,835,0,835,1329552,2014
Tamil Nadu,Namakkal,Dharmalingam M.,M,32,General,IND,Cot,473,0,473,1329552,2014
Tamil Nadu,Namakkal,Natarajan M.,M,47,General,IND,Electric Pole,1182,0,1182,1329552,2014
Tamil Nadu,Namakkal,Panneerselvam S.,M,49,General,IND,Dish Antenna,822,1,823,1329552,2014
Tamil Nadu,Namakkal,Perumal A.,M,60,General,IND,Ring,858,0,858,1329552,2014
Tamil Nadu,Namakkal,Ponmudi P.,M,41,SC,IND,Auto-Rickshaw,787,0,787,1329552,2014
Tamil Nadu,Namakkal,Murali V.,M,46,General,IND,Coconut,2487,0,2487,1329552,2014
Tamil Nadu,Namakkal,Ramasamy N.,M,60,SC,IND,Cauliflower,1874,0,1874,1329552,2014
Tamil Nadu,Namakkal,NOTA,,,,NOTA,NOTA,15977,25,16002,1329552,2014
Tamil Nadu,Erode,Gopi P.,M,39,General,INC,Hand,26680,46,26726,1321399,2014
Tamil Nadu,Erode,Selvakumara Chinnayan S.,M,55,General,ADMK,Two Leaves,466382,613,466995,1321399,2014
Tamil Nadu,Erode,Sethupathy,M,60,SC,BSP,Elephant,5910,7,5917,1321399,2014
Tamil Nadu,Erode,Pavithravalli H.,F,27,General,DMK,Rising Sun,216360,900,217260,1321399,2014
Tamil Nadu,Erode,Ganeshamurthi A.,M,66,General,MDMK,Top,254758,674,255432,1321399,2014
Tamil Nadu,Erode,Gunasekaran T. K.,M,52,General,UCPI,Dao,1296,2,1298,1321399,2014
Tamil Nadu,Erode,Kumarasamy K. K.,M,73,General,AAAP,Broom,4631,23,4654,1321399,2014
Tamil Nadu,Erode,Palaniappan Josiyar C. M.,M,67,SC,CPIM,Saw,518,1,519,1321399,2014
Tamil Nadu,Erode,Thangaraj V.,M,49,SC,IND,Candles,818,0,818,1321399,2014
Tamil Nadu,Erode,Duraisamy A.,M,34,SC,IND,Pen Stand,609,1,610,1321399,2014
Tamil Nadu,Erode,Mayilsamy K.,M,34,SC,IND,Shuttle,1585,7,1592,1321399,2014
Tamil Nadu,Erode,Murugesan S.,M,52,General,IND,Flute,1046,0,1046,1321399,2014
Tamil Nadu,Erode,Rajagopal V.,M,50,SC,IND,Coconut,1967,2,1969,1321399,2014
Tamil Nadu,Erode,Vijayakumar S.,M,33,General,IND,Gas Cylinder,7468,10,7478,1321399,2014
Tamil Nadu,Erode,NOTA,,,,NOTA,NOTA,16234,34,16268,1321399,2014
Tamil Nadu,Tiruppur,E. V. K. S. Elangovan,M,65,General,INC,Hand,47468,86,47554,1375589,2014
Tamil Nadu,Tiruppur,N. Gurusamy,M,62,SC,BSP,Elephant,4657,8,4665,1375589,2014
Tamil Nadu,Tiruppur,V. Sathyabama,F,42,General,ADMK,Two Leaves,442300,478,442778,1375589,2014
Tamil Nadu,Tiruppur,K. Subbarayan,M,66,General,CPI,Ears Of Corn and Sickle,33283,48,33331,1375589,2014
Tamil Nadu,Tiruppur,M. Senthilnathan,M,71,General,DMK,Rising Sun,204866,545,205411,1375589,2014
Tamil Nadu,Tiruppur,N. Dineshkumar,M,35,General,DMDK,Nagara,263052,411,263463,1375589,2014
Tamil Nadu,Tiruppur,R. Gopalsamy,M,39,General,LSP,Whistle,2166,1,2167,1375589,2014
Tamil Nadu,Tiruppur,R. Chakravarthi Raja Gopala Krishnan,M,59,General,AAAP,Broom,3076,11,3087,1375589,2014
Tamil Nadu,Tiruppur,N. Sivakumar,M,34,General,UMK,Gas Cylinder,949,0,949,1375589,2014
Tamil Nadu,Tiruppur,R. Murugesan,M,53,General,MMKA,Bucket,2009,1,2010,1375589,2014
Tamil Nadu,Tiruppur,J. Laxmi,F,42,General,CPIM,Saw,908,0,908,1375589,2014
Tamil Nadu,Tiruppur,R. Sathyabama,F,49,General,IND,Scissors,1092,5,1097,1375589,2014
Tamil Nadu,Tiruppur,R. Sathyabhama,F,37,General,IND,Grapes,1192,1,1193,1375589,2014
Tamil Nadu,Tiruppur,K. Senthilkumar,M,33,SC,IND,Pot,1925,1,1926,1375589,2014
Tamil Nadu,Tiruppur,T. S. Senthilkumar,M,29,General,IND,Sewing Machine,1150,1,1151,1375589,2014
Tamil Nadu,Tiruppur,P. Selvaboobathi,M,25,General,IND,Coconut,4264,0,4264,1375589,2014
Tamil Nadu,Tiruppur,S. K. Dineshkumar,M,27,General,IND,Gas Stove,1820,0,1820,1375589,2014
Tamil Nadu,Tiruppur,R. Nandhakumar,M,43,SC,IND,Dao,899,1,900,1375589,2014
Tamil Nadu,Tiruppur,M. Palanisamy,M,60,General,IND,Pen Nib with Seven Rays,4074,0,4074,1375589,2014
Tamil Nadu,Tiruppur,P. Balasubramaniyan,M,57,General,IND,Mixee,916,0,916,1375589,2014
Tamil Nadu,Tiruppur,A. Ponnusamy,M,53,General,IND,Candles,1191,2,1193,1375589,2014
Tamil Nadu,Tiruppur,R. R. Murugan,M,47,General,IND,Battery Torch,6413,9,6422,1375589,2014
Tamil Nadu,Tiruppur,A. Mogheeth Khan,M,27,General,IND,Balloon,1038,0,1038,1375589,2014
Tamil Nadu,Tiruppur,M. Rajendran,M,54,SC,IND,Table Lamp,1990,1,1991,1375589,2014
Tamil Nadu,Tiruppur,Pastor A. James,M,40,General,IND,Ring,1150,3,1153,1375589,2014
Tamil Nadu,Tiruppur,A. K. Sheikdavood,M,50,General,IND,Brief Case,788,0,788,1375589,2014
Tamil Nadu,Tiruppur,NOTA,,,,NOTA,NOTA,13908,33,13941,1375589,2014
Tamil Nadu,Nilgiris,Raja A.,M,50,SC,DMK,Rising Sun,357274,1486,358760,1269173,2014
Tamil Nadu,Nilgiris,Kala M.,F,44,SC,BSP,Elephant,3375,2,3377,1269173,2014
Tamil Nadu,Nilgiris,Gandhi P.,M,54,SC,INC,Hand,37680,22,37702,1269173,2014
Tamil Nadu,Nilgiris,Gopalakrishnan C.,M,52,SC,ADMK,Two Leaves,463270,430,463700,1269173,2014
Tamil Nadu,Nilgiris,Rani M. T.,F,60,SC,AAAP,Broom,12498,27,12525,1269173,2014
Tamil Nadu,Nilgiris,Eswaran T.,M,53,SC,MMKA,Bucket,1649,6,1655,1269173,2014
Tamil Nadu,Nilgiris,Gunasekaran K.,M,28,SC,RPI(A),Sewing Machine,1645,5,1650,1269173,2014
Tamil Nadu,Nilgiris,Ponnusamy P.,M,37,SC,CPIM,Saw,2726,7,2733,1269173,2014
Tamil Nadu,Nilgiris,Subramaniyam P.,M,68,SC,IND,Camera,1711,0,1711,1269173,2014
Tamil Nadu,Nilgiris,Dr. Balan P. P.,M,68,SC,IND,Stethoscope,2701,3,2704,1269173,2014
Tamil Nadu,Nilgiris,NOTA,M,,,NOTA,NOTA,46495,64,46559,1269173,2014
Tamil Nadu,Coimbatore,Ganeshkumar K.,M,57,General,DMK,Rising Sun,216582,501,217083,1720221,2014
Tamil Nadu,Coimbatore,Tamilnadu Selvam E. Ra,M,50,SC,BSP,Elephant,1955,4,1959,1720221,2014
Tamil Nadu,Coimbatore,Natarajan P. R.,M,63,General,CPM,"Hammer, Sickle and Star",34124,73,34197,1720221,2014
Tamil Nadu,Coimbatore,Nagarajan P.,M,52,General,ADMK,Two Leaves,430909,808,431717,1720221,2014
Tamil Nadu,Coimbatore,Prabhu R.,M,66,General,INC,Hand,56891,71,56962,1720221,2014
Tamil Nadu,Coimbatore,Radhakrishnan C. P.,M,56,General,BJP,Lotus,388911,790,389701,1720221,2014
Tamil Nadu,Coimbatore,Kalapirar Kuppusamy C.,M,54,SC,CPIM,Saw,1051,0,1051,1720221,2014
Tamil Nadu,Coimbatore,Chandran D.,M,44,General,CPI(ML)(L),Flag with Three Stars,1358,2,1360,1720221,2014
Tamil Nadu,Coimbatore,Pon.Chandran,M,60,General,AAAP,Broom,6664,16,6680,1720221,2014
Tamil Nadu,Coimbatore,Doraisamy A.,M,61,General,MMKA,Bucket,550,0,550,1720221,2014
Tamil Nadu,Coimbatore,Jagadeeswaran S.,M,38,General,UMK,Gas Cylinder,596,0,596,1720221,2014
Tamil Nadu,Coimbatore,Abdul Salam A.,M,38,General,IND,Ring,766,0,766,1720221,2014
Tamil Nadu,Coimbatore,Alphonesraj M.,M,45,General,IND,Candles,1305,1,1306,1720221,2014
Tamil Nadu,Coimbatore,Anbuselvan,M,36,General,IND,Electric Pole,799,0,799,1720221,2014
Tamil Nadu,Coimbatore,Rajagopal M.,M,62,General,IND,Cup & Saucer,1231,1,1232,1720221,2014
Tamil Nadu,Coimbatore,Kanagasabapathy G.,M,37,SC,IND,Dao,2329,0,2329,1720221,2014
Tamil Nadu,Coimbatore,Kittusamy P.,M,53,SC,IND,Coconut,2122,0,2122,1720221,2014
Tamil Nadu,Coimbatore,Subash K. R.,M,40,General,IND,Pen Nib with Seven Rays,1755,1,1756,1720221,2014
Tamil Nadu,Coimbatore,Tamilselvan K.,M,46,SC,IND,Hockey & Ball,639,1,640,1720221,2014
Tamil Nadu,Coimbatore,Nagaraj S.,M,34,SC,IND,Battery Torch,1699,0,1699,1720221,2014
Tamil Nadu,Coimbatore,Mohanraj K.,M,47,SC,IND,Bat,607,0,607,1720221,2014
Tamil Nadu,Coimbatore,Ranjithkumar M.,M,38,General,IND,Helmet,1099,1,1100,1720221,2014
Tamil Nadu,Coimbatore,Radhakrishnan R.,M,54,General,IND,Cauliflower,1671,1,1672,1720221,2014
Tamil Nadu,Coimbatore,Jerlld Amalajothi I.,M,37,General,IND,Chappals,858,0,858,1720221,2014
Tamil Nadu,Coimbatore,Sridharan S.,M,40,SC,IND,Almirah,450,0,450,1720221,2014
Tamil Nadu,Coimbatore,NOTA,,,,NOTA,NOTA,17391,37,17428,1720221,2014
Tamil Nadu,Pollachi,Eswaran E. R.,M,46,General,BJP,Lotus,275356,762,276118,1381505,2014
Tamil Nadu,Pollachi,Selvaraj,M,56,General,INC,Hand,29967,47,30014,1381505,2014
Tamil Nadu,Pollachi,Pongalur Palanisamy N.,M,67,General,DMK,Rising Sun,251090,739,251829,1381505,2014
Tamil Nadu,Pollachi,Mahendran C.,M,42,General,ADMK,Two Leaves,416366,726,417092,1381505,2014
Tamil Nadu,Pollachi,Manoharan M.,M,32,SC,BSP,Elephant,3950,3,3953,1381505,2014
Tamil Nadu,Pollachi,Sathish Kumar L.,M,39,General,SP,Bicycle,895,0,895,1381505,2014
Tamil Nadu,Pollachi,Easwaran R.,M,43,General,IND,Table Lamp,882,9,891,1381505,2014
Tamil Nadu,Pollachi,Kathiravan K.,M,30,SC,IND,Candles,626,0,626,1381505,2014
Tamil Nadu,Pollachi,Kathiresan L.,M,41,General,IND,Coconut,1519,4,1523,1381505,2014
Tamil Nadu,Pollachi,Karthikeyan Pon.,M,43,General,IND,Flute,494,0,494,1381505,2014
Tamil Nadu,Pollachi,Deivasigamani K.,M,54,General,IND,Electric Pole,834,0,834,1381505,2014
Tamil Nadu,Pollachi,Palanisamy N.,M,49,General,IND,Pen Nib with Seven Rays,2182,10,2192,1381505,2014
Tamil Nadu,Pollachi,Palanisamy V.,M,46,General,IND,Dish Antenna,2466,6,2472,1381505,2014
Tamil Nadu,Pollachi,Prabhu J.,M,34,General,IND,Ring,1599,0,1599,1381505,2014
Tamil Nadu,Pollachi,Mahendran M.,M,44,General,IND,Scissors,1170,1,1171,1381505,2014
Tamil Nadu,Pollachi,Mary Stella M.,F,47,General,IND,Cauliflower,4942,0,4942,1381505,2014
Tamil Nadu,Pollachi,Ramasamy K.,M,63,General,IND,Pot,2071,0,2071,1381505,2014
Tamil Nadu,Pollachi,Rajendran M.,M,47,General,IND,Gas Cylinder,1004,0,1004,1381505,2014
Tamil Nadu,Pollachi,NOTA,,,,NOTA,NOTA,12908,39,12947,1381505,2014
Tamil Nadu,Dindigul,Udhaya Kumar M.,M,45,General,ADMK,Two Leaves,510009,453,510462,1400531,2014
Tamil Nadu,Dindigul,Gandhirajan S.,M,63,General,DMK,Rising Sun,381992,625,382617,1400531,2014
Tamil Nadu,Dindigul,Krishnamoorthy A.,M,41,General,DMDK,Nagara,93706,88,93794,1400531,2014
Tamil Nadu,Dindigul,Chitthan N. S. V.,M,80,General,INC,Hand,35615,17,35632,1400531,2014
Tamil Nadu,Dindigul,Bagatsingh Palanichamy M.,M,56,SC,BSP,Elephant,1903,0,1903,1400531,2014
Tamil Nadu,Dindigul,Pandi N.,M,55,General,CPM,"Hammer, Sickle and Star",19421,34,19455,1400531,2014
Tamil Nadu,Dindigul,Elanchezhian S.,M,36,General,AAAP,Broom,3391,4,3395,1400531,2014
Tamil Nadu,Dindigul,Balasubramani R.,M,39,General,UMK,Gas Cylinder,553,0,553,1400531,2014
Tamil Nadu,Dindigul,Kuppuraj C.,M,32,SC,IND,Pot,627,0,627,1400531,2014
Tamil Nadu,Dindigul,Chandramohan P.,M,60,SC,IND,Pen Nib with Seven Rays,1259,2,1261,1400531,2014
Tamil Nadu,Dindigul,Sudharshnar K.,M,38,SC,IND,Battery Torch,591,1,592,1400531,2014
Tamil Nadu,Dindigul,Thangapandian R.,M,43,SC,IND,Whistle,786,0,786,1400531,2014
Tamil Nadu,Dindigul,Dhandapani K.,M,42,SC,IND,Dish Antenna,863,0,863,1400531,2014
Tamil Nadu,Dindigul,Nagarajan V.,M,51,General,IND,Kite,1202,0,1202,1400531,2014
Tamil Nadu,Dindigul,Pauldurai V. K.,M,50,SC,IND,Brief Case,2604,0,2604,1400531,2014
Tamil Nadu,Dindigul,Manivannan N.,M,29,SC,IND,Ring,5859,0,5859,1400531,2014
Tamil Nadu,Dindigul,Rajendhran R.,M,47,General,IND,Electric Pole,7580,0,7580,1400531,2014
Tamil Nadu,Dindigul,Venkatesan G.,M,42,General,IND,Saw,3588,0,3588,1400531,2014
Tamil Nadu,Dindigul,NOTA,,,,NOTA,NOTA,10580,11,10591,1400531,2014
Tamil Nadu,Karur,Krishnan N. S.,M,49,General,DMDK,Nagara,76447,113,76560,1298322,2014
Tamil Nadu,Karur,Chinnasamy M.,M,68,General,DMK,Rising Sun,344597,878,345475,1298322,2014
Tamil Nadu,Karur,Thambidurai M.,M,67,General,ADMK,Two Leaves,539128,1594,540722,1298322,2014
Tamil Nadu,Karur,Maruthaiveeran V.,M,48,SC,BSP,Elephant,5693,1,5694,1298322,2014
Tamil Nadu,Karur,Jothimani S.,F,38,General,INC,Hand,30420,39,30459,1298322,2014
Tamil Nadu,Karur,Saraswathy K.,F,54,SC,CPIM,Saw,809,4,813,1298322,2014
Tamil Nadu,Karur,Maneeshankar M. G.,M,39,General,RSPS,Cup & Saucer,1276,0,1276,1298322,2014
Tamil Nadu,Karur,Murugesan M.,M,62,General,SP,Bicycle,847,1,848,1298322,2014
Tamil Nadu,Karur,Ravichandran V.,M,34,General,UMK,Gas Cylinder,563,0,563,1298322,2014
Tamil Nadu,Karur,Valaiyapathi R.,M,61,General,AAAP,Broom,2432,8,2440,1298322,2014
Tamil Nadu,Karur,Kannan S.,M,29,SC,IND,Kite,666,2,668,1298322,2014
Tamil Nadu,Karur,Kannan P.,M,28,General,IND,Candles,1434,2,1436,1298322,2014
Tamil Nadu,Karur,Gowrimani S.,M,63,General,IND,Pot,1433,0,1433,1298322,2014
Tamil Nadu,Karur,Chinnasamy M.,M,49,General,IND,Ceiling Fan,3719,0,3719,1298322,2014
Tamil Nadu,Karur,Chinnasamy V.,M,60,General,IND,Mixee,2108,0,2108,1298322,2014
Tamil Nadu,Karur,Selvaraj S.,M,27,General,IND,Ring,3552,0,3552,1298322,2014
Tamil Nadu,Karur,Thamilalagan A.,M,27,General,IND,Scissors,1387,0,1387,1298322,2014
Tamil Nadu,Karur,Balasubramanian G.,M,53,General,IND,Coconut,4482,4,4486,1298322,2014
Tamil Nadu,Karur,Prakash N.,M,36,General,IND,Coat,4280,0,4280,1298322,2014
Tamil Nadu,Karur,Mahendran T.,M,38,General,IND,Carrot,1024,0,1024,1298322,2014
Tamil Nadu,Karur,Manickavasagam A.,M,52,General,IND,Chappals,831,0,831,1298322,2014
Tamil Nadu,Karur,Murugaan N.,M,44,General,IND,Dao,436,1,437,1298322,2014
Tamil Nadu,Karur,Ravi S. P.,M,28,General,IND,Hat,732,0,732,1298322,2014
Tamil Nadu,Karur,Vigneshwaran M.,M,25,SC,IND,Batsman,981,0,981,1298322,2014
Tamil Nadu,Karur,Vijay J.,M,33,General,IND,Battery Torch,847,0,847,1298322,2014
Tamil Nadu,Karur,NOTA,,,,NOTA,NOTA,13733,30,13763,1298322,2014
Tamil Nadu,Tiruchirappalli,Anbhalagan Mu,M,58,General,DMK,Rising Sun,306968,1034,308002,1387140,2014
Tamil Nadu,Tiruchirappalli,Kumar P.,M,42,General,ADMK,Two Leaves,457377,1101,458478,1387140,2014
Tamil Nadu,Tiruchirappalli,Sarubala R. Thondaiman,F,55,General,INC,Hand,51458,79,51537,1387140,2014
Tamil Nadu,Tiruchirappalli,Natarajan S.,M,63,SC,BSP,Elephant,1707,3,1710,1387140,2014
Tamil Nadu,Tiruchirappalli,Vijaykumar Amg,M,47,General,DMDK,Nagara,94567,218,94785,1387140,2014
Tamil Nadu,Tiruchirappalli,Sridhar S.,M,55,General,CPM,"Hammer, Sickle and Star",16962,77,17039,1387140,2014
Tamil Nadu,Tiruchirappalli,Anwar Deen S.,M,37,General,SAP,Candles,731,0,731,1387140,2014
Tamil Nadu,Tiruchirappalli,Asaithambi Pala,M,42,SC,CPI(ML)(L),Flag with Three Stars,1419,6,1425,1387140,2014
Tamil Nadu,Tiruchirappalli,Ravi P.,M,59,General,AAAP,Broom,4870,15,4885,1387140,2014
Tamil Nadu,Tiruchirappalli,Karunakaran M.,M,45,General,LSP,Whistle,605,1,606,1387140,2014
Tamil Nadu,Tiruchirappalli,Jothi P.,F,47,General,SP,Bicycle,1001,2,1003,1387140,2014
Tamil Nadu,Tiruchirappalli,Arunachalam A.,M,40,General,IND,Television,3238,1,3239,1387140,2014
Tamil Nadu,Tiruchirappalli,Anbalagan M.,M,50,General,IND,Trumpet,630,6,636,1387140,2014
Tamil Nadu,Tiruchirappalli,Asraf Ali M.,M,39,General,IND,Gas Cylinder,733,1,734,1387140,2014
Tamil Nadu,Tiruchirappalli,Ragavan R.,M,56,General,IND,Ring,1283,0,1283,1387140,2014
Tamil Nadu,Tiruchirappalli,Eswaran J.,M,31,General,IND,Helmet,2484,0,2484,1387140,2014
Tamil Nadu,Tiruchirappalli,Kumar P.,M,40,General,IND,Grapes,4077,0,4077,1387140,2014
Tamil Nadu,Tiruchirappalli,Shadhick Batcha A.,M,42,General,IND,Auto-Rickshaw,3082,1,3083,1387140,2014
Tamil Nadu,Tiruchirappalli,Sundarraj S.,M,55,General,IND,Calculator,784,0,784,1387140,2014
Tamil Nadu,Tiruchirappalli,Thaddaus Fernandez,M,62,General,IND,Dish Antenna,751,0,751,1387140,2014
Tamil Nadu,Tiruchirappalli,Dineshkumar G.,M,27,General,IND,Camera,1119,0,1119,1387140,2014
Tamil Nadu,Tiruchirappalli,Palanivel P.,M,45,General,IND,Electric Pole,687,0,687,1387140,2014
Tamil Nadu,Tiruchirappalli,Badhusha M.,M,29,General,IND,Chappals,669,0,669,1387140,2014
Tamil Nadu,Tiruchirappalli,Bala Krishnan K.,M,51,General,IND,Carrot,485,0,485,1387140,2014
Tamil Nadu,Tiruchirappalli,Mohandass M.,M,62,General,IND,Bat,355,0,355,1387140,2014
Tamil Nadu,Tiruchirappalli,Larance Y.,M,39,General,IND,Coconut,1198,0,1198,1387140,2014
Tamil Nadu,Tiruchirappalli,Vijayakumar P.,M,36,General,IND,Ceiling Fan,680,0,680,1387140,2014
Tamil Nadu,Tiruchirappalli,Veeramalai A.,M,42,General,IND,Pot,589,0,589,1387140,2014
Tamil Nadu,Tiruchirappalli,Sridevi S.,F,38,General,IND,Pen Nib with Seven Rays,2348,0,2348,1387140,2014
Tamil Nadu,Tiruchirappalli,NOTA,,,,NOTA,NOTA,22798,50,22848,1387140,2014
Tamil Nadu,Perambalur,Rajasekaran M.,M,53,General,INC,Hand,31971,27,31998,1285576,2014
Tamil Nadu,Perambalur,Selvaraj V. M.,M,58,SC,BSP,Elephant,2922,2,2924,1285576,2014
Tamil Nadu,Perambalur,Parivendar Pachamuthu T. R.,M,72,General,BJP,Lotus,237291,1596,238887,1285576,2014
Tamil Nadu,Perambalur,Seemanur Prabu S.,M,44,General,DMK,Rising Sun,248661,984,249645,1285576,2014
Tamil Nadu,Perambalur,Marutharajaa R. P.,M,51,General,ADMK,Two Leaves,462077,616,462693,1285576,2014
Tamil Nadu,Perambalur,Ramar Yadav K.,M,39,General,TNMC,Pen Nib with Seven Rays,6324,0,6324,1285576,2014
Tamil Nadu,Perambalur,Thozhar Tamilselvan P.,M,51,General,UCPI,Ring,1506,3,1509,1285576,2014
Tamil Nadu,Perambalur,Abdul Rahman R.,M,41,General,IND,Telephone,1018,0,1018,1285576,2014
Tamil Nadu,Perambalur,Sivaperumal K.,M,31,General,IND,Hat,985,1,986,1285576,2014
Tamil Nadu,Perambalur,Chinna Rajendran C.,M,37,SC,IND,Scissors,876,1,877,1285576,2014
Tamil Nadu,Perambalur,Subramani D.,M,34,General,IND,Carrot,1201,0,1201,1285576,2014
Tamil Nadu,Perambalur,Anbil Thangamani K.,M,70,General,IND,Grapes,1636,0,1636,1285576,2014
Tamil Nadu,Perambalur,Pachamuthu N.,M,64,General,IND,Cauliflower,2762,0,2762,1285576,2014
Tamil Nadu,Perambalur,Prabu S.,M,33,General,IND,Television,2211,0,2211,1285576,2014
Tamil Nadu,Perambalur,Mani P.,M,47,General,IND,Battery Torch,1302,0,1302,1285576,2014
Tamil Nadu,Perambalur,Marutharaj P.,M,33,General,IND,Electric Pole,3940,0,3940,1285576,2014
Tamil Nadu,Perambalur,Rajasekar T.,M,42,General,IND,Pot,1490,0,1490,1285576,2014
Tamil Nadu,Perambalur,Rengaraju M.,M,54,General,IND,Walking Stick,633,0,633,1285576,2014
Tamil Nadu,Perambalur,Vadivelu P.,M,31,General,IND,Belt,1820,1,1821,1285576,2014
Tamil Nadu,Perambalur,Viswanathan A.,M,60,SC,IND,Chappals,2369,0,2369,1285576,2014
Tamil Nadu,Perambalur,Velayutham C.,M,53,General,IND,Cake,2995,0,2995,1285576,2014
Tamil Nadu,Perambalur,NOTA,,,,NOTA,NOTA,11580,25,11605,1285576,2014
Tamil Nadu,Cuddalore,Arunmozhithevan A.,M,45,General,ADMK,Two Leaves,480352,1077,481429,1247908,2014
Tamil Nadu,Cuddalore,Alagiri S.,M,61,General,INC,Hand,26626,24,26650,1247908,2014
Tamil Nadu,Cuddalore,Senthilmurugan S.,M,41,SC,BSP,Elephant,2641,1,2642,1247908,2014
Tamil Nadu,Cuddalore,Nandagopalakrishnan K.,M,73,General,DMK,Rising Sun,277693,611,278304,1247908,2014
Tamil Nadu,Cuddalore,Balasubramanian K.,M,65,General,CPI,Ears Of Corn and Sickle,11109,13,11122,1247908,2014
Tamil Nadu,Cuddalore,Jayasankar C. R.,M,42,General,DMDK,Nagara,147014,592,147606,1247908,2014
Tamil Nadu,Cuddalore,Syed Mohideen A. G.,M,65,General,AAAP,Broom,3468,5,3473,1247908,2014
Tamil Nadu,Cuddalore,Shruti Mishra,F,27,General,UPI,Ceiling Fan,941,3,944,1247908,2014
Tamil Nadu,Cuddalore,Anandharajan S.,M,38,SC,IND,Coconut,1309,0,1309,1247908,2014
Tamil Nadu,Cuddalore,Girija S.,F,29,General,IND,Sewing Machine,650,0,650,1247908,2014
Tamil Nadu,Cuddalore,Sivagnanasambandan T.,M,59,General,IND,Television,1257,0,1257,1247908,2014
Tamil Nadu,Cuddalore,Senguttuvan R.,M,33,General,IND,Gas Cylinder,862,0,862,1247908,2014
Tamil Nadu,Cuddalore,Thirunavukkarasu,M,29,General,IND,Candles,1782,0,1782,1247908,2014
Tamil Nadu,Cuddalore,Baskar A.,M,33,General,IND,Bat,872,0,872,1247908,2014
